data,id_campanha,campanha,canal,objetivo,publico,regiao,dispositivo,impressoes,cliques,leads,conversoes,novos_clientes,investimento,receita_atribuida,orcamento_diario
2025-07-05,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4541,42,7,1,1,361.04,2764.91,658.89
2025-07-05,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Desktop,31997,629,22,4,4,713.51,1605.44,991.12
2025-07-05,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,24801,631,27,5,5,1055.56,2590.15,1349.24
2025-07-05,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,13722,1573,250,26,2,531.74,13944.28,883.2
2025-07-05,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,12621,1090,138,6,1,461.42,3971.64,627.6
2025-07-06,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Tablet,3191,221,40,12,8,627.86,9707.18,952.56
2025-07-06,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,5869,250,23,4,3,1130.05,4367.5,1404.35
2025-07-06,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,10661,329,20,1,0,1113.76,846.08,1114.07
2025-07-06,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,13991,307,29,6,4,459.48,4983.58,1041.39
2025-07-06,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,21669,329,23,3,2,702.91,2194.28,965.95
2025-07-06,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,17260,354,32,8,6,702.48,5290.88,974.16
2025-07-06,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6108,58,4,2,1,618.15,7230.04,714.42
2025-07-06,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,4336,54,9,1,1,481.86,2028.0,658.89
2025-07-06,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,29412,598,22,1,1,787.5,432.83,991.12
2025-07-06,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,24005,667,39,7,5,928.94,4266.61,1349.24
2025-07-06,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Desktop,20158,2399,384,51,6,743.06,32516.38,883.2
2025-07-06,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Mobile,17288,1170,131,14,4,562.76,8955.83,627.6
2025-07-07,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4730,278,33,8,5,762.56,6143.01,952.56
2025-07-07,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,7204,346,33,12,12,1550.16,12300.38,1404.35
2025-07-07,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,10627,316,19,1,1,1128.65,918.07,1114.07
2025-07-07,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,21067,625,58,14,7,1090.5,9750.35,1041.39
2025-07-07,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,29750,412,33,4,4,918.1,2903.64,965.95
2025-07-07,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,19607,415,40,7,5,854.78,3881.36,974.16
2025-07-07,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Tablet,6680,67,3,0,0,626.33,0.0,714.42
2025-07-07,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Desktop,5827,79,15,1,1,650.42,2501.51,658.89
2025-07-07,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,34211,750,32,4,3,990.98,1950.35,991.12
2025-07-07,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,21526,626,35,2,1,965.66,993.16,1349.24
2025-07-07,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Norte,Desktop,25195,3075,536,39,6,911.4,24168.0,883.2
2025-07-07,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Norte,Mobile,15896,1444,190,16,2,562.32,9123.71,627.6
2025-07-08,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Tablet,4942,366,44,14,10,886.62,9347.14,952.56
2025-07-08,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,6061,278,25,9,8,1097.34,7646.74,1404.35
2025-07-08,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,11197,304,24,4,2,975.6,3796.66,1114.07
2025-07-08,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,21002,684,78,15,5,1290.46,8795.09,1041.39
2025-07-08,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,32242,534,26,5,4,1164.22,3124.24,965.95
2025-07-08,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Norte,Mobile,18556,383,36,6,5,888.14,3974.46,974.16
2025-07-08,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Norte,Desktop,7339,57,8,2,2,550.25,6136.66,714.42
2025-07-08,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,6754,119,18,2,2,967.89,5139.86,658.89
2025-07-08,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,35537,770,40,0,0,906.6,0.0,991.12
2025-07-08,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Centro-Oeste,Mobile,29840,643,27,2,2,1064.7,1103.11,1349.24
2025-07-08,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,24435,2845,434,44,4,873.2,24963.23,883.2
2025-07-08,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15057,1232,154,13,7,524.34,8244.13,627.6
2025-07-09,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Norte,Mobile,4478,313,53,11,8,802.06,7666.5,952.56
2025-07-09,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Mobile,7911,339,22,9,9,1306.59,10236.3,1404.35
2025-07-09,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Desktop,9531,220,22,5,4,808.26,4175.29,1114.07
2025-07-09,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,17489,560,61,19,9,1013.36,14194.31,1041.39
2025-07-09,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Centro-Oeste,Desktop,27209,419,34,5,4,1039.4,3954.0,965.95
2025-07-09,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,21312,460,48,7,5,949.41,5121.16,974.16
2025-07-09,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,7599,64,11,1,1,651.75,3112.13,714.42
2025-07-09,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5306,67,5,0,0,612.7,0.0,658.89
2025-07-09,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,26782,631,23,1,1,783.11,522.2,991.12
2025-07-09,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,30781,717,30,2,1,1177.11,932.19,1349.24
2025-07-09,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,20365,2538,480,44,5,761.1,21764.61,883.2
2025-07-09,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,15682,1394,171,18,7,553.04,12559.39,627.6
2025-07-10,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Desktop,3708,237,38,7,4,692.05,5494.01,952.56
2025-07-10,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,5804,305,27,6,4,1151.65,6795.57,1404.35
2025-07-10,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Tablet,10387,297,23,8,6,1057.18,8240.39,1114.07
2025-07-10,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,21277,547,67,11,7,977.07,8491.72,1041.39
2025-07-10,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,26909,466,32,4,3,918.72,2698.53,965.95
2025-07-10,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,22291,500,45,7,7,1104.22,3876.6,974.16
2025-07-10,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,7705,89,11,1,1,807.9,3512.59,714.42
2025-07-10,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,6784,66,12,0,0,538.63,0.0,658.89
2025-07-10,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,28518,690,21,4,3,782.24,2000.75,991.12
2025-07-10,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,31796,835,36,3,3,1317.03,1682.31,1349.24
2025-07-10,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,23190,3120,559,73,10,875.8,36853.09,883.2
2025-07-10,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,17336,1303,166,13,6,577.02,6855.46,627.6
2025-07-11,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4513,351,46,11,5,1083.27,9519.15,952.56
2025-07-11,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,6139,246,18,7,5,1041.92,7220.51,1404.35
2025-07-11,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,12531,340,33,7,5,1128.01,5643.7,1114.07
2025-07-11,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,18044,472,59,19,8,897.65,12880.42,1041.39
2025-07-11,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,23423,409,17,3,2,927.66,1856.18,965.95
2025-07-11,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,22180,437,25,4,4,890.21,3052.93,974.16
2025-07-11,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,8892,61,2,1,1,574.16,3359.07,714.42
2025-07-11,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,6896,79,13,3,2,630.35,6361.53,658.89
2025-07-11,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Norte,Mobile,42313,855,25,3,3,939.64,1435.06,991.12
2025-07-11,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Norte,Mobile,30271,798,45,4,4,1212.05,2626.87,1349.24
2025-07-11,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,21253,2531,402,62,8,778.16,37383.52,883.2
2025-07-11,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Mobile,17553,1417,163,16,4,592.76,9452.7,627.6
2025-07-12,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Desktop,3063,228,36,16,7,628.16,10802.16,952.56
2025-07-12,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Tablet,5089,246,34,9,8,951.47,8089.65,1404.35
2025-07-12,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Desktop,7702,185,15,4,3,676.16,2870.4,1114.07
2025-07-12,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,12962,423,44,10,3,760.37,7341.51,1041.39
2025-07-12,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Desktop,17298,295,15,1,1,582.4,624.85,965.95
2025-07-12,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Desktop,16963,345,32,8,6,779.39,5416.26,974.16
2025-07-12,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Norte,Desktop,5903,56,10,2,2,517.5,7392.92,714.42
2025-07-12,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Desktop,4772,54,6,0,0,461.79,0.0,658.89
2025-07-12,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Tablet,35232,633,29,2,2,752.77,800.58,991.12
2025-07-12,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,22129,580,29,4,4,848.22,2579.79,1349.24
2025-07-12,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Desktop,14331,1495,255,28,2,536.12,15674.19,883.2
2025-07-12,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,14832,1130,133,10,1,509.64,6169.41,627.6
2025-07-13,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,3231,245,40,14,8,691.35,10721.4,952.56
2025-07-13,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,5171,183,20,5,3,713.26,3822.0,1404.35
2025-07-13,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,8837,215,13,4,2,717.52,3355.31,1114.07
2025-07-13,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,14527,439,51,9,5,787.61,7140.71,1041.39
2025-07-13,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Desktop,20308,285,20,2,2,603.47,1343.27,965.95
2025-07-13,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Desktop,19018,376,29,6,3,754.27,4662.15,974.16
2025-07-13,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Desktop,5452,41,4,2,2,434.1,7202.02,714.42
2025-07-13,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,5145,53,5,0,0,435.64,0.0,658.89
2025-07-13,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,24842,507,22,3,3,562.5,1076.4,991.12
2025-07-13,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,24101,580,41,3,3,869.24,1577.43,1349.24
2025-07-13,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Centro-Oeste,Tablet,16898,2136,354,45,5,651.56,21411.0,883.2
2025-07-13,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,13214,1145,169,12,4,478.78,7680.93,627.6
2025-07-14,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3586,234,37,12,10,637.37,11476.7,952.56
2025-07-14,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Mobile,6234,266,30,8,8,1169.42,6456.3,1404.35
2025-07-14,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Norte,Mobile,13372,363,31,7,6,1163.86,7164.33,1114.07
2025-07-14,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,17933,473,50,6,2,830.41,4597.82,1041.39
2025-07-14,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,17736,337,25,3,3,719.05,1614.6,965.95
2025-07-14,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,25278,379,30,4,3,849.27,2941.33,974.16
2025-07-14,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,6631,67,6,0,0,674.69,0.0,714.42
2025-07-14,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5852,64,9,1,1,535.85,2260.38,658.89
2025-07-14,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,34422,762,25,1,1,821.99,434.14,991.12
2025-07-14,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,34087,945,44,4,3,1484.79,2333.32,1349.24
2025-07-14,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Desktop,27933,2516,486,49,6,910.26,31249.68,883.2
2025-07-14,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,15254,1516,207,13,5,556.68,8258.81,627.6
2025-07-15,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Norte,Desktop,4205,267,54,10,6,722.12,7430.85,952.56
2025-07-15,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,5362,255,25,7,6,990.15,6066.62,1404.35
2025-07-15,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Centro-Oeste,Mobile,10704,319,23,5,4,1013.18,4823.85,1114.07
2025-07-15,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,16265,548,57,19,6,1052.05,11869.55,1041.39
2025-07-15,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,24732,486,31,10,8,941.44,7128.61,965.95
2025-07-15,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Norte,Mobile,18373,384,28,5,4,750.2,3285.58,974.16
2025-07-15,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6745,64,3,1,1,604.09,3069.35,714.42
2025-07-15,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,6381,98,13,2,2,753.79,5860.36,658.89
2025-07-15,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,32560,707,25,4,4,787.78,1894.03,991.12
2025-07-15,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Desktop,28109,652,34,8,8,1066.92,4292.24,1349.24
2025-07-15,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,26201,2785,548,46,3,902.52,25959.8,883.2
2025-07-15,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,15303,1221,112,10,6,528.16,6312.6,627.6
2025-07-16,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4030,277,52,15,9,719.29,9945.0,952.56
2025-07-16,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,6454,302,32,10,8,1272.74,9726.66,1404.35
2025-07-16,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,12401,325,29,10,8,1066.3,8460.08,1114.07
2025-07-16,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,16980,502,53,17,8,899.31,9560.82,1041.39
2025-07-16,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Centro-Oeste,Desktop,14976,238,16,2,2,467.88,1681.65,965.95
2025-07-16,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,14552,324,33,10,8,703.18,6696.26,974.16
2025-07-16,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6842,60,8,0,0,553.34,0.0,714.42
2025-07-16,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,5762,73,13,3,3,555.42,7626.36,658.89
2025-07-16,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,34262,705,16,1,1,774.49,409.95,991.12
2025-07-16,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,29924,797,29,3,3,1407.13,2006.46,1349.24
2025-07-16,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,20004,2738,507,44,3,773.88,30058.48,883.2
2025-07-16,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Mobile,18160,1461,151,12,7,609.3,8522.27,627.6
2025-07-17,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4128,265,45,10,8,723.75,9313.95,952.56
2025-07-17,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,5483,226,20,2,2,971.44,1529.11,1404.35
2025-07-17,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,12279,308,24,6,6,1177.65,5129.26,1114.07
2025-07-17,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,15551,458,60,15,10,797.9,8424.0,1041.39
2025-07-17,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,23076,344,24,5,5,727.5,3364.19,965.95
2025-07-17,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Desktop,24776,516,40,7,5,1094.83,4798.97,974.16
2025-07-17,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Centro-Oeste,Desktop,7983,53,8,1,1,541.79,3365.23,714.42
2025-07-17,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Centro-Oeste,Mobile,6237,70,5,0,0,578.94,0.0,658.89
2025-07-17,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,37708,799,28,2,2,888.35,825.91,991.12
2025-07-17,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,31383,738,30,6,5,1177.37,3156.93,1349.24
2025-07-17,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,23246,2746,480,55,5,839.52,27370.68,883.2
2025-07-17,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,18179,1737,202,20,5,637.28,9984.0,627.6
2025-07-18,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4144,289,45,12,8,844.3,7956.0,952.56
2025-07-18,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,8460,275,28,10,8,1213.18,13500.92,1404.35
2025-07-18,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,10471,254,19,6,5,839.02,5567.68,1114.07
2025-07-18,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,18055,487,59,11,4,838.36,9590.45,1041.39
2025-07-18,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Centro-Oeste,Mobile,24833,392,28,7,6,887.97,4566.43,965.95
2025-07-18,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Desktop,25502,463,39,5,4,956.99,3997.15,974.16
2025-07-18,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,8284,54,3,0,0,533.01,0.0,714.42
2025-07-18,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Desktop,7157,59,7,1,1,514.84,2313.58,658.89
2025-07-18,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,38509,770,27,2,2,837.15,1039.62,991.12
2025-07-18,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Centro-Oeste,Desktop,28517,649,37,3,2,938.57,1658.94,1349.24
2025-07-18,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Centro-Oeste,Mobile,19947,2177,403,31,4,716.64,20319.82,883.2
2025-07-18,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Desktop,18768,1538,228,23,10,629.16,13250.2,627.6
2025-07-19,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,3300,193,35,11,9,503.66,10868.34,952.56
2025-07-19,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,5158,233,22,5,4,956.65,5823.86,1404.35
2025-07-19,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,7993,244,16,2,2,842.39,1766.52,1114.07
2025-07-19,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,13250,327,33,8,2,593.15,5507.8,1041.39
2025-07-19,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Desktop,15708,266,22,3,3,629.24,1770.36,965.95
2025-07-19,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,14815,350,35,11,10,725.62,8576.79,974.16
2025-07-19,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,4946,38,5,0,0,370.05,0.0,714.42
2025-07-19,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Centro-Oeste,Mobile,4281,50,6,2,2,415.98,5173.08,658.89
2025-07-19,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,17073,348,15,1,1,379.84,505.42,991.12
2025-07-19,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,24199,609,42,5,5,899.82,2839.92,1349.24
2025-07-19,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,17994,2191,374,43,7,678.98,20880.02,883.2
2025-07-19,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,14718,1150,164,12,5,509.36,8662.06,627.6
2025-07-20,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4021,294,35,12,10,822.79,10230.76,952.56
2025-07-20,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,6259,283,29,9,9,1200.55,9609.39,1404.35
2025-07-20,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,7167,133,15,3,3,413.01,2152.8,1114.07
2025-07-20,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Desktop,13642,422,51,12,5,747.26,10769.2,1041.39
2025-07-20,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,20628,385,31,4,4,840.01,2888.12,965.95
2025-07-20,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,14398,316,18,1,1,612.89,812.4,974.16
2025-07-20,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Mobile,6292,53,5,2,2,552.93,7030.21,714.42
2025-07-20,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,3900,56,11,2,2,474.61,5177.49,658.89
2025-07-20,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,21262,384,16,1,1,479.19,524.5,991.12
